"Timestamp (America/Chicago)","RA3E-F52ABC Blue [Temperature & Humidity](2)Temperature(F°)","RA3E-F52ABC Blue [Temperature & Humidity](2)Humidity(%RH)"
06/23/2024 06:07:28,73.20,28.90
06/23/2024 05:07:24,73.26,28.58
06/23/2024 04:07:21,73.33,28.27
06/23/2024 03:07:17,73.22,28.27
06/23/2024 02:07:14,73.09,27.95
06/23/2024 01:07:10,73.26,27.62
06/23/2024 00:07:06,73.24,27.62
06/22/2024 23:07:03,73.20,27.00
06/22/2024 22:06:59,73.08,27.00
06/22/2024 21:06:56,73.18,26.67
06/22/2024 20:06:52,73.18,26.35
06/22/2024 19:06:49,73.18,26.35
06/22/2024 18:06:45,73.29,26.03
06/22/2024 17:06:42,73.22,25.72
06/22/2024 16:06:38,73.38,25.40
06/22/2024 15:06:34,73.31,25.40
06/22/2024 14:06:31,73.29,24.77
06/22/2024 13:06:27,73.35,24.77
06/22/2024 12:06:24,73.17,24.45
06/22/2024 11:06:20,73.26,24.12
06/22/2024 10:06:17,73.35,23.80
06/22/2024 09:06:14,73.47,23.50
06/22/2024 08:56:04,73.42,23.17
06/22/2024 07:56:00,73.31,23.17
06/22/2024 06:55:56,73.56,22.85
06/22/2024 05:55:53,73.44,22.54
06/22/2024 04:55:49,73.47,22.22
06/22/2024 03:55:46,73.54,21.90
06/22/2024 02:55:42,73.65,21.27
06/22/2024 01:55:39,73.65,21.27
06/22/2024 00:55:35,73.78,20.62
06/21/2024 23:55:37,73.71,20.30
06/21/2024 22:55:28,74.05,19.67
06/21/2024 21:55:25,74.08,19.67
06/21/2024 20:55:21,74.07,18.40
06/21/2024 19:55:18,74.26,18.40
06/21/2024 18:55:14,74.55,17.77
06/21/2024 17:55:10,74.43,17.77
06/21/2024 16:55:07,74.34,17.12
06/21/2024 15:55:03,74.39,16.80
06/21/2024 14:55:00,74.14,16.50
06/21/2024 13:54:56,73.94,16.17
06/21/2024 12:54:53,73.63,15.22
06/21/2024 12:29:58,73.69,20.30
06/21/2024 11:29:55,73.36,20.30
06/21/2024 10:29:51,73.47,21.58
06/21/2024 10:28:51,73.49,15.22
06/21/2024 10:09:10,73.42,10.12
06/21/2024 09:10:29,73.49,9.17
06/21/2024 08:52:37,73.56,9.50
06/21/2024 07:52:35,73.36,8.54
06/21/2024 06:52:30,73.47,8.22
06/21/2024 05:52:27,73.09,7.27
06/21/2024 04:52:23,72.68,6.95
06/21/2024 03:52:19,72.36,6.32
06/21/2024 03:44:42,72.36,6.32
06/21/2024 02:44:39,72.30,5.67
06/21/2024 01:44:35,72.14,5.04
06/21/2024 00:44:32,71.92,4.09
06/20/2024 23:44:28,71.64,3.45
06/20/2024 22:44:25,71.49,2.82
06/20/2024 21:44:21,71.24,1.85
06/20/2024 20:44:18,71.22,1.22
06/20/2024 19:44:14,71.38,0.27
06/20/2024 19:43:15,71.31,21.09
06/20/2024 19:42:09,71.26,0.27
06/20/2024 19:41:09,71.29,0.27
06/20/2024 19:40:09,71.42,0.27
06/20/2024 19:39:08,71.46,0.27
06/20/2024 19:38:08,71.55,0.27
06/20/2024 19:37:08,71.53,21.09
06/20/2024 19:36:08,71.56,21.09
06/20/2024 19:35:08,71.26,0.27
06/20/2024 19:34:08,71.29,0.27
06/20/2024 19:33:08,71.56,21.09
06/20/2024 19:32:08,71.51,21.09
06/20/2024 19:31:08,71.42,21.09
06/20/2024 19:30:08,71.62,0.27
06/20/2024 19:27:29,71.38,21.09
06/20/2024 19:26:29,71.40,0.27
06/20/2024 18:43:38,72.14,20.46
06/20/2024 17:43:35,73.69,19.81
06/20/2024 16:54:45,73.71,19.18
06/20/2024 15:54:42,73.08,18.86
06/20/2024 15:47:56,69.51,18.86
06/20/2024 15:46:05,65.73,19.18
06/20/2024 15:45:00,62.04,19.18
06/20/2024 15:44:00,56.53,19.18
06/20/2024 15:43:00,47.07,19.51
06/20/2024 15:42:00,33.10,20.14
06/20/2024 15:41:00,18.37,21.09
06/20/2024 15:40:00,1.90,0.90
06/20/2024 15:39:00,-16.64,1.22
06/20/2024 15:38:00,-36.08,1.22
06/20/2024 15:30:47,-39.80,0.27
06/20/2024 15:29:47,-39.80,0.27
06/20/2024 15:28:47,-39.44,0.27
06/20/2024 15:26:45,-37.28,21.09
06/20/2024 15:25:09,-33.66,20.76
06/20/2024 15:24:08,-29.63,20.76
06/20/2024 15:23:08,-23.21,20.46
06/20/2024 15:22:08,-16.17,20.46
06/20/2024 15:21:08,-8.01,20.46
06/20/2024 15:20:08,0.10,19.81
06/20/2024 15:19:08,9.19,19.81
06/20/2024 15:18:08,19.38,19.51
06/20/2024 15:17:08,33.21,19.51
06/20/2024 15:16:08,43.56,19.18
06/20/2024 15:15:08,59.45,19.18
06/20/2024 15:14:08,77.63,18.86
06/20/2024 15:13:08,98.24,19.18
06/20/2024 15:02:01,101.93,18.86
06/20/2024 15:00:06,98.31,18.86
06/20/2024 14:59:06,94.86,18.86
06/20/2024 14:58:06,88.50,19.18
06/20/2024 14:57:06,78.37,18.86
06/20/2024 14:04:41,74.84,19.18
06/20/2024 13:59:56,78.48,19.18
06/20/2024 13:58:49,82.24,19.18
06/20/2024 13:57:49,88.79,18.86
06/20/2024 13:56:49,99.09,18.86
06/20/2024 13:48:28,102.90,18.86
06/20/2024 13:46:34,99.27,18.86
06/20/2024 13:45:34,94.95,18.86
06/20/2024 13:44:34,87.75,18.86
06/20/2024 13:43:34,76.71,19.18
06/20/2024 13:19:05,73.02,19.51
06/20/2024 12:19:02,73.13,19.81
06/20/2024 11:18:58,73.15,21.09
06/20/2024 11:17:58,73.04,21.09
06/20/2024 11:16:58,73.15,21.09
06/20/2024 11:13:32,73.22,0.59
06/20/2024 11:06:57,73.18,5.35
06/20/2024 11:04:37,73.02,10.12
06/20/2024 11:03:14,73.26,15.22
06/20/2024 11:02:02,73.17,20.30
06/20/2024 11:00:40,73.33,25.40
06/20/2024 10:59:39,73.26,30.50
06/20/2024 10:58:39,73.33,36.85
06/20/2024 10:11:26,73.35,41.95
06/20/2024 09:11:40,73.49,41.62
06/20/2024 08:30:34,73.36,41.95
06/20/2024 07:30:31,73.45,41.62
06/20/2024 06:30:27,73.27,41.95
06/20/2024 05:30:23,73.40,41.95
06/20/2024 04:30:20,73.40,41.95
06/20/2024 03:30:17,73.42,41.95
06/20/2024 02:30:13,73.51,41.95
06/20/2024 01:30:10,73.29,41.95
06/20/2024 00:30:11,73.33,42.25
06/19/2024 23:30:02,73.27,42.25
06/19/2024 22:29:58,73.26,42.25
06/19/2024 21:29:55,73.47,42.58
06/19/2024 20:29:51,73.35,42.58
06/19/2024 19:29:48,73.22,42.58
06/19/2024 18:29:44,73.20,42.58
06/19/2024 17:29:41,73.42,44.48
06/19/2024 17:28:41,73.13,36.53
06/19/2024 17:27:41,73.09,40.03
06/19/2024 17:10:24,73.18,45.12
06/19/2024 16:10:20,73.09,41.62
06/19/2024 15:10:16,72.99,41.95
06/19/2024 14:10:13,73.06,41.95
06/19/2024 13:10:09,72.86,42.25
06/19/2024 12:10:06,72.79,42.58
06/19/2024 11:10:02,72.82,42.58
06/19/2024 10:09:59,72.84,42.58
06/19/2024 09:09:55,72.64,43.22
06/19/2024 08:09:52,72.55,43.22
06/19/2024 07:09:48,72.59,43.53
06/19/2024 06:09:45,72.30,43.85
06/19/2024 05:09:41,72.12,44.17
06/19/2024 04:09:38,72.03,44.48
06/19/2024 03:09:34,71.62,45.12
06/19/2024 02:09:30,71.40,45.75
06/19/2024 01:09:27,70.88,46.72
06/19/2024 00:09:23,70.41,47.67
06/18/2024 23:09:20,69.96,48.62
06/18/2024 22:09:16,69.30,49.90
06/18/2024 21:09:13,68.52,51.48
06/18/2024 20:09:10,67.69,52.75
06/18/2024 19:09:06,66.79,54.35
06/18/2024 18:09:02,66.60,55.30
06/18/2024 17:08:59,69.44,51.48
06/18/2024 16:52:04,72.32,46.40
06/18/2024 16:44:38,73.65,41.30
06/18/2024 16:43:39,73.35,2.50
06/18/2024 16:28:07,72.45,19.18
06/18/2024 16:22:40,68.83,19.51
06/18/2024 16:20:55,65.19,19.81
06/18/2024 16:19:48,61.57,19.81
06/18/2024 16:18:48,56.12,19.81
06/18/2024 16:17:48,46.96,20.76
06/18/2024 16:16:48,33.76,0.59
06/18/2024 16:15:48,19.33,2.50
06/18/2024 16:14:48,3.88,4.72
06/18/2024 16:13:48,-13.83,4.72
06/18/2024 16:12:49,-30.28,4.72
06/18/2024 15:25:11,-34.01,8.54
06/18/2024 15:08:57,-36.71,3.77
06/18/2024 15:07:29,-33.09,3.12
06/18/2024 15:06:29,-28.21,2.50
06/18/2024 15:05:29,-19.48,2.17
06/18/2024 15:04:29,-5.93,1.85
06/18/2024 15:03:30,-1.73,1.85
06/18/2024 15:01:30,1.92,1.22
06/18/2024 15:00:30,5.58,0.59
06/18/2024 14:59:30,11.59,0.27
06/18/2024 14:58:30,21.43,20.76
06/18/2024 14:57:30,34.18,20.14
06/18/2024 14:56:30,49.46,19.81
06/18/2024 14:55:29,64.78,19.51
06/18/2024 14:54:29,73.78,19.81
06/18/2024 14:53:29,73.65,21.09
06/18/2024 14:51:00,73.81,5.04
06/18/2024 14:50:00,73.89,13.62
06/18/2024 14:49:01,74.08,40.03
06/18/2024 14:39:21,74.53,45.12
06/18/2024 14:14:49,73.71,50.22
06/18/2024 13:14:45,73.49,50.85
06/18/2024 12:14:42,72.97,53.70
06/18/2024 11:14:39,72.70,54.35
06/18/2024 10:14:35,72.52,54.67
06/18/2024 09:14:32,72.41,55.30
06/18/2024 08:19:16,72.48,55.62
06/18/2024 07:19:12,72.21,55.95
06/18/2024 06:19:09,72.09,56.58
06/18/2024 05:19:05,71.76,57.20
06/18/2024 04:19:02,71.51,57.85
06/18/2024 03:18:58,71.17,57.85
06/18/2024 02:18:55,70.88,58.48
06/18/2024 01:18:51,70.52,58.80
06/18/2024 00:18:47,69.96,59.12
06/17/2024 23:18:44,69.26,59.12
06/17/2024 22:18:40,68.63,59.75
06/17/2024 21:18:37,67.91,59.75
06/17/2024 20:18:33,67.50,59.12
06/17/2024 19:18:30,67.35,56.58
06/17/2024 18:39:29,68.72,51.80
06/17/2024 18:19:09,70.65,47.03
06/17/2024 17:51:39,73.08,41.95
06/17/2024 17:45:27,73.00,37.17
06/17/2024 17:40:03,71.26,32.08
06/17/2024 17:37:05,67.60,28.90
06/17/2024 17:35:39,63.95,27.95
06/17/2024 17:34:39,59.34,27.95
06/17/2024 17:33:39,51.94,30.17
06/17/2024 17:32:39,39.16,36.85
06/17/2024 17:31:39,25.70,45.45
06/17/2024 17:30:38,9.86,52.12
06/17/2024 17:29:38,-7.31,51.17
06/17/2024 17:28:38,-26.12,44.17
06/17/2024 17:27:39,-33.34,43.85
06/17/2024 16:42:55,-33.12,49.25
06/17/2024 16:39:14,-32.49,44.17
06/17/2024 16:36:50,-31.41,39.40
06/17/2024 16:34:39,-29.33,34.30
06/17/2024 16:33:22,-25.56,32.40
06/17/2024 16:32:22,-19.75,33.67
06/17/2024 16:31:23,-7.28,42.58
06/17/2024 16:29:40,-3.53,41.95
06/17/2024 16:27:57,-2.07,36.85
06/17/2024 16:26:53,-0.27,31.77
06/17/2024 16:25:53,2.35,24.77
06/17/2024 16:24:53,7.47,17.12
06/17/2024 16:23:53,16.21,12.04
06/17/2024 16:22:52,29.68,11.08
06/17/2024 16:21:52,45.61,10.77
06/17/2024 16:20:53,65.53,18.40
06/17/2024 15:54:28,68.52,23.80
06/17/2024 15:42:15,68.34,28.90
06/17/2024 15:36:00,68.47,33.67
06/17/2024 15:31:04,68.45,38.45
06/17/2024 15:27:04,68.40,43.22
06/17/2024 15:23:29,68.63,47.98
06/17/2024 15:13:20,68.63,53.08
06/17/2024 15:09:48,67.66,48.62
06/17/2024 15:07:04,65.07,43.53
06/17/2024 15:05:32,61.41,40.67
06/17/2024 15:04:32,56.98,40.03
06/17/2024 15:03:32,48.94,41.62
06/17/2024 15:02:32,34.45,49.90
06/17/2024 15:01:32,16.32,56.25
06/17/2024 15:00:31,-3.33,38.12
06/17/2024 14:59:31,-10.52,30.80
06/17/2024 14:58:08,-6.70,26.67
06/17/2024 14:57:08,-0.26,25.40
06/17/2024 14:56:08,12.11,34.95
06/17/2024 14:51:48,15.98,32.72
06/17/2024 14:50:26,17.69,27.62
06/17/2024 14:49:22,20.80,22.54
06/17/2024 14:48:22,26.91,18.40
06/17/2024 14:47:22,38.50,19.04
06/17/2024 14:46:22,47.08,31.12
06/17/2024 14:45:22,52.66,23.17
06/17/2024 14:44:22,62.62,15.54
06/17/2024 14:43:22,73.76,38.12
06/17/2024 13:56:06,72.86,43.22
06/17/2024 12:56:02,72.70,41.30
06/17/2024 12:55:02,72.46,17.77
06/17/2024 12:54:02,72.54,0.59
06/17/2024 12:53:02,72.28,21.09
06/17/2024 12:50:13,72.30,3.45
06/17/2024 12:48:52,72.39,8.54
06/17/2024 12:47:52,72.41,16.80
06/17/2024 12:46:52,72.46,36.22
06/17/2024 12:41:04,72.52,41.62
06/17/2024 12:40:04,72.52,13.95
06/17/2024 12:39:04,72.45,0.59
06/17/2024 12:38:05,72.48,21.09
06/17/2024 12:36:13,72.52,4.09
06/17/2024 12:35:13,72.50,12.04
06/17/2024 12:34:14,72.36,38.12
06/17/2024 12:22:04,72.91,43.22
06/17/2024 12:21:04,72.97,37.50
06/17/2024 12:13:55,72.90,32.08
06/17/2024 11:13:52,72.79,32.08
06/17/2024 10:13:49,73.06,31.77
06/17/2024 09:13:45,73.02,31.45
06/17/2024 08:15:32,72.97,31.12
06/17/2024 07:15:28,72.95,31.12
06/17/2024 06:15:24,72.99,30.80
06/17/2024 05:15:21,73.02,30.50
06/17/2024 04:15:17,72.95,30.50
06/17/2024 03:15:14,73.04,30.17
06/17/2024 02:15:10,72.82,29.85
06/17/2024 01:15:07,72.86,29.85
06/17/2024 00:15:03,72.86,29.53
06/16/2024 23:15:00,72.77,29.22
06/16/2024 22:14:56,73.00,28.90
06/16/2024 21:14:52,72.90,28.58
06/16/2024 20:14:49,72.86,28.58
06/16/2024 19:14:45,72.88,28.27
06/16/2024 18:14:41,72.99,27.95
06/16/2024 17:14:38,72.88,27.62
06/16/2024 16:14:34,72.77,27.30
06/16/2024 15:14:31,72.70,27.00
06/16/2024 14:14:27,72.79,26.67
06/16/2024 13:14:24,72.75,26.35
06/16/2024 12:14:20,72.61,26.35
06/16/2024 11:14:17,72.52,26.03
06/16/2024 10:14:13,72.72,25.72
06/16/2024 09:14:10,72.82,25.40
06/16/2024 08:17:20,72.55,25.08
06/16/2024 07:17:17,72.72,24.77
06/16/2024 06:17:13,72.75,24.45
06/16/2024 05:17:10,72.75,24.12
06/16/2024 04:17:06,72.70,23.80
06/16/2024 03:17:03,72.84,23.50
06/16/2024 02:16:59,72.72,23.50
06/16/2024 01:16:55,72.77,22.85
06/16/2024 00:16:52,72.72,22.54
06/15/2024 23:16:48,72.73,22.22
06/15/2024 22:16:45,72.73,21.90
06/15/2024 21:16:41,72.86,21.27
06/15/2024 20:16:38,72.68,20.95
06/15/2024 19:16:34,72.82,20.30
06/15/2024 18:16:31,72.68,20.30
06/15/2024 17:16:27,72.82,19.67
06/15/2024 16:16:24,72.84,19.35
06/15/2024 15:16:20,72.75,18.72
06/15/2024 14:16:16,72.84,18.40
06/15/2024 13:16:13,72.68,18.08
06/15/2024 12:16:09,72.77,17.12
06/15/2024 11:16:06,72.66,16.80
06/15/2024 10:16:02,72.81,16.17
06/15/2024 09:15:59,72.88,15.54
06/15/2024 08:31:31,72.75,15.22
06/15/2024 07:31:27,72.79,14.58
06/15/2024 06:31:24,72.84,13.95
06/15/2024 05:31:20,72.93,13.62
06/15/2024 04:31:17,72.84,13.00
06/15/2024 03:31:13,72.84,12.04
06/15/2024 02:31:10,72.88,11.40
06/15/2024 01:31:06,72.88,11.08
06/15/2024 00:31:03,72.82,10.45
06/14/2024 23:30:59,72.81,9.82
06/14/2024 22:30:56,72.99,8.85
06/14/2024 21:30:52,72.97,7.90
06/14/2024 20:30:49,72.88,7.27
06/14/2024 19:30:45,73.00,6.32
06/14/2024 18:30:41,72.90,5.67
06/14/2024 17:30:38,72.88,4.40
06/14/2024 16:30:34,72.90,3.45
