"Timestamp (America/Chicago)","RA3E-F52ABC TEMP2118 [Temperature](1)Temperature(F°)","RA3E-F52ABC TEMP_HUM2118 [Temperature & Humidity](2)Temperature(F°)","RA3E-F52ABC TEMP_HUM2118 [Temperature & Humidity](2)Humidity(%RH)","RA3E-F52ABC FIRE2118 [Switch](1)Switch"
06/07/2024 22:34:30,63.27,70.47,40.67,Open
06/07/2024 21:52:36,66.97,70.59,40.03,Open
06/07/2024 21:35:36,63.27,70.97,40.03,Open
06/07/2024 21:02:34,59.56,70.92,41.30,Open
06/07/2024 20:02:31,59.67,71.06,41.95,Open
06/07/2024 19:02:27,59.67,71.17,40.03,Open
06/07/2024 18:02:24,59.22,71.28,35.90,Open
06/07/2024 17:38:03,59.32,71.28,30.80,Open
06/07/2024 16:38:00,60.57,72.19,29.22,Open
06/07/2024 15:37:56,61.02,72.82,29.22,Open
06/07/2024 14:37:53,60.91,72.52,28.58,Open
06/07/2024 13:37:49,61.02,73.36,27.30,Open
06/07/2024 12:37:46,60.57,72.50,29.22,Open
06/07/2024 11:37:42,57.97,70.16,32.40,Open
06/07/2024 10:37:38,58.32,70.34,34.30,Open
06/07/2024 09:37:35,58.55,70.29,36.53,Open
06/07/2024 08:37:31,58.55,70.50,37.80,Open
06/07/2024 07:37:27,58.55,70.39,37.17,Open
06/07/2024 06:37:24,58.66,70.45,37.50,Open
06/07/2024 05:37:20,58.55,70.43,37.80,Open
06/07/2024 04:37:17,58.66,70.32,38.75,Open
06/07/2024 03:37:13,58.42,70.39,36.85,Open
06/07/2024 02:37:10,58.42,70.16,35.58,Open
06/07/2024 01:37:06,58.32,70.45,34.95,Open
06/07/2024 00:37:02,58.32,70.38,35.58,Open
06/06/2024 23:36:59,58.42,70.29,35.58,Open
06/06/2024 22:36:55,61.81,70.05,36.22,Open
06/06/2024 21:47:52,65.62,70.29,34.95,Open
06/06/2024 21:37:15,62.02,70.41,34.00,Open
06/06/2024 20:38:43,58.32,70.38,33.35,Open
06/06/2024 19:38:39,58.32,70.50,34.30,Open
06/06/2024 18:38:36,58.21,70.45,33.35,Open
06/06/2024 17:38:32,58.32,70.57,33.35,Open
06/06/2024 16:38:29,58.21,70.39,31.12,Open
06/06/2024 15:38:25,58.42,70.68,30.50,Open
06/06/2024 14:38:21,58.55,70.50,31.12,Open
06/06/2024 13:38:18,58.55,70.61,29.85,Open
06/06/2024 12:38:14,58.55,70.79,28.90,Open
06/06/2024 11:38:10,58.32,70.66,29.22,Open
06/06/2024 10:38:07,58.87,70.75,33.35,Open
06/06/2024 09:38:04,59.11,70.70,36.53,Open
06/06/2024 08:50:01,59.45,70.84,41.62,Open
06/06/2024 07:49:58,59.77,71.02,45.75,Open
06/06/2024 06:49:55,59.77,71.04,47.03,Open
06/06/2024 05:49:51,60.01,71.13,47.98,Open
06/06/2024 04:49:47,60.01,71.10,48.62,Open
06/06/2024 03:49:44,60.12,71.04,48.62,Open
06/06/2024 02:49:40,60.01,71.15,47.67,Open
06/06/2024 01:49:37,59.90,71.28,47.35,Open
06/06/2024 00:49:33,59.90,71.20,46.72,Open
06/05/2024 23:49:30,59.77,71.11,46.72,Open
06/05/2024 22:49:26,59.67,70.97,46.40,Open
06/05/2024 22:38:03,63.37,70.68,47.67,Open
06/05/2024 22:04:00,67.21,70.74,46.40,Open
06/05/2024 21:39:02,63.50,71.28,44.48,Open
06/05/2024 20:42:50,59.77,71.17,43.85,Open
06/05/2024 19:42:47,60.12,71.82,43.85,Open
06/05/2024 18:42:48,60.01,71.33,42.58,Open
06/05/2024 17:42:40,60.12,71.62,42.58,Open
06/05/2024 16:42:37,60.57,71.78,39.40,Open
06/05/2024 15:42:33,62.15,74.43,43.22,Open
06/05/2024 14:42:29,61.92,74.10,43.85,Open
06/05/2024 13:42:26,61.81,73.80,45.75,Open
06/05/2024 12:42:22,61.57,73.51,45.75,Open
06/05/2024 11:42:19,60.35,72.30,47.67,Open
06/05/2024 10:42:15,60.35,72.55,47.03,Open
06/05/2024 09:42:12,60.35,72.57,47.03,Open
06/05/2024 08:42:08,60.67,72.79,47.03,Open
06/05/2024 07:42:04,60.22,72.39,46.72,Open
06/05/2024 06:42:01,60.35,72.50,47.03,Open
06/05/2024 05:41:57,60.57,72.86,47.98,Open
06/05/2024 04:41:54,60.46,72.72,47.03,Open
06/05/2024 03:41:50,60.46,72.64,47.35,Open
06/05/2024 02:41:47,60.22,72.45,47.03,Open
06/05/2024 01:41:43,60.57,72.55,47.35,Open
06/05/2024 00:41:39,60.57,72.50,47.35,Open
06/04/2024 23:41:36,60.22,72.55,47.03,Open
06/04/2024 22:41:32,61.81,72.16,48.95,Open
06/04/2024 21:41:29,64.27,72.68,47.35,Open
06/04/2024 20:44:07,60.57,72.59,47.03,Open
06/04/2024 19:44:04,60.46,72.70,46.40,Open
06/04/2024 18:44:00,60.57,72.64,45.75,Open
06/04/2024 17:43:57,60.57,72.84,46.08,Open
06/04/2024 16:43:53,61.12,72.97,45.75,Open
06/04/2024 15:43:50,62.37,74.66,43.85,Open
06/04/2024 14:43:46,62.37,74.79,43.53,Open
06/04/2024 13:43:42,61.47,73.38,45.75,Open
06/04/2024 12:43:39,61.36,73.47,45.75,Open
06/04/2024 11:43:35,61.36,73.15,45.75,Open
06/04/2024 10:43:32,61.12,73.11,46.40,Open
06/04/2024 09:43:28,60.12,72.45,46.72,Open
06/04/2024 08:43:25,60.01,72.59,47.03,Open
06/04/2024 07:43:21,60.35,72.50,46.40,Open
06/04/2024 06:43:18,60.12,72.37,46.72,Open
06/04/2024 05:43:14,60.22,72.39,46.40,Open
06/04/2024 04:43:11,60.12,72.41,46.40,Open
06/04/2024 03:43:07,60.22,72.59,46.40,Open
06/04/2024 02:43:03,60.12,72.45,46.40,Open
06/04/2024 01:43:00,60.12,72.50,46.40,Open
06/04/2024 00:42:56,60.35,72.52,46.08,Open
06/03/2024 23:42:53,60.12,72.50,46.40,Open
06/03/2024 22:42:49,61.92,72.10,48.30,Open
06/03/2024 21:42:45,63.95,72.61,46.08,Open
06/03/2024 20:56:21,60.22,72.70,45.12,Open
06/03/2024 19:56:17,60.35,72.70,45.12,Open
06/03/2024 18:56:14,60.46,72.86,45.12,Open
06/03/2024 17:56:10,60.67,72.97,45.12,Open
06/03/2024 16:56:07,61.12,73.29,44.80,Open
06/03/2024 15:56:03,62.15,74.17,44.48,Open
06/03/2024 14:55:59,61.92,73.74,45.45,Open
