"Timestamp (America/Chicago)","RA3E-F52ABC 2118 T&H Sensor [Temperature & Humidity](2)Temperature(F°)","RA3E-F52ABC 2118 T&H Sensor [Temperature & Humidity](2)Humidity(%RH)"
07/20/2024 08:23:52,73.24,36.53
07/20/2024 07:51:40,73.08,36.22
07/20/2024 06:51:36,73.40,36.53
07/20/2024 05:51:33,73.35,36.85
07/20/2024 04:51:29,73.42,36.85
07/20/2024 03:51:26,73.26,36.85
07/20/2024 02:51:23,73.60,36.85
07/20/2024 01:51:19,73.67,36.85
07/20/2024 00:51:16,73.71,36.85
07/19/2024 23:51:12,73.67,36.85
07/19/2024 22:51:08,73.92,36.85
07/19/2024 21:51:05,73.85,36.85
07/19/2024 20:51:01,74.23,36.85
07/19/2024 19:50:58,74.14,36.85
07/19/2024 18:50:54,74.08,37.50
07/19/2024 17:50:51,73.83,37.50
07/19/2024 16:50:47,73.65,38.12
07/19/2024 15:50:43,73.54,38.45
07/19/2024 14:50:40,73.27,38.75
07/19/2024 14:34:24,73.02,33.67
07/19/2024 13:34:20,72.97,34.00
07/19/2024 12:34:17,72.86,34.00
07/19/2024 11:34:13,72.99,34.30
07/19/2024 10:34:10,72.99,34.30
07/19/2024 09:34:06,73.17,34.00
07/19/2024 09:25:51,73.06,34.30
07/19/2024 09:24:36,73.02,34.00
07/19/2024 08:34:02,73.08,34.00
07/19/2024 08:27:14,73.11,34.00
07/19/2024 08:24:58,73.15,34.00
07/19/2024 07:28:35,73.15,34.00
07/19/2024 06:28:31,73.27,34.00
07/19/2024 05:28:28,73.40,34.00
07/19/2024 04:28:24,73.29,34.00
07/19/2024 03:28:21,73.45,34.00
07/19/2024 02:28:17,73.45,34.00
07/19/2024 01:28:13,73.40,33.67
07/19/2024 00:28:10,73.54,34.00
07/18/2024 23:28:06,73.72,33.67
07/18/2024 22:28:03,73.78,33.67
07/18/2024 21:27:59,73.99,33.67
07/18/2024 20:27:56,74.10,33.67
07/18/2024 19:27:52,74.32,33.35
07/18/2024 18:27:48,74.39,33.03
07/18/2024 17:27:45,74.55,33.35
07/18/2024 16:27:41,74.37,33.35
07/18/2024 15:27:38,74.12,33.67
07/18/2024 14:27:34,74.26,33.67
07/18/2024 13:27:31,74.01,34.00
07/18/2024 12:27:28,73.80,34.30
07/18/2024 11:27:24,73.62,34.30
07/18/2024 10:27:20,73.56,34.62
07/18/2024 09:27:17,73.54,34.62
07/18/2024 09:25:45,73.54,34.62
07/18/2024 08:36:03,73.60,34.62
07/18/2024 08:28:30,73.69,34.62
07/18/2024 08:26:05,73.58,34.30
07/18/2024 07:40:37,73.76,34.62
07/18/2024 06:40:34,73.76,34.62
07/18/2024 05:40:30,74.01,34.30
07/18/2024 04:40:26,73.94,34.30
07/18/2024 03:40:23,74.12,34.30
07/18/2024 02:40:19,74.16,34.00
07/18/2024 01:40:16,74.26,34.00
07/18/2024 00:40:12,74.62,33.67
