"Timestamp (America/Chicago)","RA3E-F52ABC Blue [Temperature & Humidity](2)Temperature(F°)","RA3E-F52ABC Blue [Temperature & Humidity](2)Humidity(%RH)"
06/18/2024 15:06:29,-28.21,2.50
06/18/2024 15:05:29,-19.48,2.17
06/18/2024 15:04:29,-5.93,1.85
06/18/2024 15:03:30,-1.73,1.85
06/18/2024 15:01:30,1.92,1.22
06/18/2024 15:00:30,5.58,0.59
06/18/2024 14:59:30,11.59,0.27
06/18/2024 14:58:30,21.43,20.76
06/18/2024 14:57:30,34.18,20.14
06/18/2024 14:56:30,49.46,19.81
06/18/2024 14:55:29,64.78,19.51
06/18/2024 14:54:29,73.78,19.81
06/18/2024 14:53:29,73.65,21.09
06/18/2024 14:51:00,73.81,5.04
06/18/2024 14:50:00,73.89,13.62
06/18/2024 14:49:01,74.08,40.03
06/18/2024 14:39:21,74.53,45.12
06/18/2024 14:14:49,73.71,50.22
06/18/2024 13:14:45,73.49,50.85
06/18/2024 12:14:42,72.97,53.70
06/18/2024 11:14:39,72.70,54.35
06/18/2024 10:14:35,72.52,54.67
06/18/2024 09:14:32,72.41,55.30
06/18/2024 08:19:16,72.48,55.62
06/18/2024 07:19:12,72.21,55.95
06/18/2024 06:19:09,72.09,56.58
06/18/2024 05:19:05,71.76,57.20
06/18/2024 04:19:02,71.51,57.85
06/18/2024 03:18:58,71.17,57.85
06/18/2024 02:18:55,70.88,58.48
06/18/2024 01:18:51,70.52,58.80
06/18/2024 00:18:47,69.96,59.12
06/17/2024 23:18:44,69.26,59.12
06/17/2024 22:18:40,68.63,59.75
06/17/2024 21:18:37,67.91,59.75
06/17/2024 20:18:33,67.50,59.12
06/17/2024 19:18:30,67.35,56.58
06/17/2024 18:39:29,68.72,51.80
06/17/2024 18:19:09,70.65,47.03
06/17/2024 17:51:39,73.08,41.95
06/17/2024 17:45:27,73.00,37.17
06/17/2024 17:40:03,71.26,32.08
06/17/2024 17:37:05,67.60,28.90
06/17/2024 17:35:39,63.95,27.95
06/17/2024 17:34:39,59.34,27.95
06/17/2024 17:33:39,51.94,30.17
06/17/2024 17:32:39,39.16,36.85
06/17/2024 17:31:39,25.70,45.45
06/17/2024 17:30:38,9.86,52.12
06/17/2024 17:29:38,-7.31,51.17
06/17/2024 17:28:38,-26.12,44.17
06/17/2024 17:27:39,-33.34,43.85
06/17/2024 16:42:55,-33.12,49.25
06/17/2024 16:39:14,-32.49,44.17
06/17/2024 16:36:50,-31.41,39.40
06/17/2024 16:34:39,-29.33,34.30
06/17/2024 16:33:22,-25.56,32.40
06/17/2024 16:32:22,-19.75,33.67
06/17/2024 16:31:23,-7.28,42.58
06/17/2024 16:29:40,-3.53,41.95
06/17/2024 16:27:57,-2.07,36.85
06/17/2024 16:26:53,-0.27,31.77
06/17/2024 16:25:53,2.35,24.77
06/17/2024 16:24:53,7.47,17.12
06/17/2024 16:23:53,16.21,12.04
06/17/2024 16:22:52,29.68,11.08
06/17/2024 16:21:52,45.61,10.77
06/17/2024 16:20:53,65.53,18.40
06/17/2024 15:54:28,68.52,23.80
06/17/2024 15:42:15,68.34,28.90
06/17/2024 15:36:00,68.47,33.67
06/17/2024 15:31:04,68.45,38.45
06/17/2024 15:27:04,68.40,43.22
06/17/2024 15:23:29,68.63,47.98
06/17/2024 15:13:20,68.63,53.08
06/17/2024 15:09:48,67.66,48.62
06/17/2024 15:07:04,65.07,43.53
06/17/2024 15:05:32,61.41,40.67
06/17/2024 15:04:32,56.98,40.03
06/17/2024 15:03:32,48.94,41.62
06/17/2024 15:02:32,34.45,49.90
06/17/2024 15:01:32,16.32,56.25
06/17/2024 15:00:31,-3.33,38.12
06/17/2024 14:59:31,-10.52,30.80
06/17/2024 14:58:08,-6.70,26.67
06/17/2024 14:57:08,-0.26,25.40
06/17/2024 14:56:08,12.11,34.95
06/17/2024 14:51:48,15.98,32.72
06/17/2024 14:50:26,17.69,27.62
06/17/2024 14:49:22,20.80,22.54
06/17/2024 14:48:22,26.91,18.40
06/17/2024 14:47:22,38.50,19.04
06/17/2024 14:46:22,47.08,31.12
06/17/2024 14:45:22,52.66,23.17
06/17/2024 14:44:22,62.62,15.54
06/17/2024 14:43:22,73.76,38.12
06/17/2024 13:56:06,72.86,43.22
06/17/2024 12:56:02,72.70,41.30
06/17/2024 12:55:02,72.46,17.77
06/17/2024 12:54:02,72.54,0.59
06/17/2024 12:53:02,72.28,21.09
06/17/2024 12:50:13,72.30,3.45
06/17/2024 12:48:52,72.39,8.54
06/17/2024 12:47:52,72.41,16.80
06/17/2024 12:46:52,72.46,36.22
06/17/2024 12:41:04,72.52,41.62
06/17/2024 12:40:04,72.52,13.95
06/17/2024 12:39:04,72.45,0.59
06/17/2024 12:38:05,72.48,21.09
06/17/2024 12:36:13,72.52,4.09
06/17/2024 12:35:13,72.50,12.04
06/17/2024 12:34:14,72.36,38.12
06/17/2024 12:22:04,72.91,43.22
06/17/2024 12:21:04,72.97,37.50
06/17/2024 12:13:55,72.90,32.08
06/17/2024 11:13:52,72.79,32.08
06/17/2024 10:13:49,73.06,31.77
06/17/2024 09:13:45,73.02,31.45
06/17/2024 08:15:32,72.97,31.12
06/17/2024 07:15:28,72.95,31.12
06/17/2024 06:15:24,72.99,30.80
06/17/2024 05:15:21,73.02,30.50
06/17/2024 04:15:17,72.95,30.50
06/17/2024 03:15:14,73.04,30.17
06/17/2024 02:15:10,72.82,29.85
06/17/2024 01:15:07,72.86,29.85
06/17/2024 00:15:03,72.86,29.53
06/16/2024 23:15:00,72.77,29.22
06/16/2024 22:14:56,73.00,28.90
06/16/2024 21:14:52,72.90,28.58
06/16/2024 20:14:49,72.86,28.58
06/16/2024 19:14:45,72.88,28.27
06/16/2024 18:14:41,72.99,27.95
06/16/2024 17:14:38,72.88,27.62
06/16/2024 16:14:34,72.77,27.30
06/16/2024 15:14:31,72.70,27.00
06/16/2024 14:14:27,72.79,26.67
06/16/2024 13:14:24,72.75,26.35
06/16/2024 12:14:20,72.61,26.35
06/16/2024 11:14:17,72.52,26.03
06/16/2024 10:14:13,72.72,25.72
06/16/2024 09:14:10,72.82,25.40
06/16/2024 08:17:20,72.55,25.08
06/16/2024 07:17:17,72.72,24.77
06/16/2024 06:17:13,72.75,24.45
06/16/2024 05:17:10,72.75,24.12
06/16/2024 04:17:06,72.70,23.80
06/16/2024 03:17:03,72.84,23.50
06/16/2024 02:16:59,72.72,23.50
06/16/2024 01:16:55,72.77,22.85
06/16/2024 00:16:52,72.72,22.54
06/15/2024 23:16:48,72.73,22.22
06/15/2024 22:16:45,72.73,21.90
06/15/2024 21:16:41,72.86,21.27
06/15/2024 20:16:38,72.68,20.95
06/15/2024 19:16:34,72.82,20.30
06/15/2024 18:16:31,72.68,20.30
06/15/2024 17:16:27,72.82,19.67
06/15/2024 16:16:24,72.84,19.35
06/15/2024 15:16:20,72.75,18.72
06/15/2024 14:16:16,72.84,18.40
06/15/2024 13:16:13,72.68,18.08
06/15/2024 12:16:09,72.77,17.12
06/15/2024 11:16:06,72.66,16.80
06/15/2024 10:16:02,72.81,16.17
06/15/2024 09:15:59,72.88,15.54
06/15/2024 08:31:31,72.75,15.22
06/15/2024 07:31:27,72.79,14.58
06/15/2024 06:31:24,72.84,13.95
06/15/2024 05:31:20,72.93,13.62
06/15/2024 04:31:17,72.84,13.00
06/15/2024 03:31:13,72.84,12.04
06/15/2024 02:31:10,72.88,11.40
06/15/2024 01:31:06,72.88,11.08
06/15/2024 00:31:03,72.82,10.45
06/14/2024 23:30:59,72.81,9.82
06/14/2024 22:30:56,72.99,8.85
06/14/2024 21:30:52,72.97,7.90
06/14/2024 20:30:49,72.88,7.27
06/14/2024 19:30:45,73.00,6.32
06/14/2024 18:30:41,72.90,5.67
06/14/2024 17:30:38,72.88,4.40
06/14/2024 16:30:34,72.90,3.45
06/14/2024 15:30:30,72.86,2.50
06/14/2024 14:30:27,72.81,1.54
06/14/2024 13:30:23,72.48,0.27
06/14/2024 13:29:23,72.55,0.27
06/14/2024 13:28:23,72.66,21.09
06/14/2024 13:27:19,72.57,0.27
06/14/2024 13:26:19,72.59,0.27
06/14/2024 13:25:19,72.55,0.27
06/14/2024 13:24:19,72.68,0.27
06/14/2024 13:23:19,72.50,21.09
06/14/2024 13:22:19,72.43,21.09
06/14/2024 13:21:19,72.61,21.09
06/14/2024 13:20:19,72.52,21.09
06/14/2024 13:19:19,72.63,21.09
06/14/2024 13:18:19,72.50,0.27
06/14/2024 12:51:55,72.25,21.09
06/14/2024 12:50:55,72.12,21.09
06/14/2024 12:49:55,72.25,0.27
06/14/2024 12:45:16,72.30,21.09
06/14/2024 12:43:23,72.23,4.40
06/14/2024 12:42:22,72.27,12.04
06/14/2024 12:41:23,72.30,38.75
06/14/2024 12:33:49,72.39,43.85
06/14/2024 12:26:35,72.86,38.75
06/14/2024 12:25:35,72.59,21.58
06/14/2024 12:23:36,72.54,15.85
06/14/2024 11:23:33,72.61,15.54
06/14/2024 10:23:30,72.63,15.22
06/14/2024 10:13:37,72.61,15.22
06/14/2024 09:24:58,72.63,14.90
06/14/2024 09:14:19,72.59,14.58
06/14/2024 08:59:06,72.55,14.58
06/14/2024 07:59:03,72.41,14.27
06/14/2024 06:59:00,72.34,13.95
06/14/2024 05:58:56,72.30,13.32
06/14/2024 04:58:53,71.96,13.00
06/14/2024 03:58:49,71.92,12.67
06/14/2024 02:58:45,71.53,12.04
06/14/2024 01:58:42,71.19,11.72
06/14/2024 00:58:38,70.79,11.40
06/13/2024 23:58:34,70.61,11.08
06/13/2024 22:58:31,70.14,10.45
06/13/2024 21:58:27,69.71,10.12
06/13/2024 20:58:24,69.26,9.82
06/13/2024 19:58:21,69.04,9.17
06/13/2024 18:58:17,69.08,8.22
06/13/2024 17:58:13,69.85,6.95
06/13/2024 17:23:10,72.55,1.85
06/13/2024 17:19:19,68.90,0.27
06/13/2024 17:18:18,66.45,21.09
06/13/2024 17:17:18,62.53,20.76
06/13/2024 17:16:19,55.09,20.76
06/13/2024 17:15:19,40.55,0.59
06/13/2024 17:14:19,22.32,2.82
06/13/2024 17:13:19,1.18,3.12
06/13/2024 17:02:13,-2.51,2.50
06/13/2024 17:00:33,1.22,1.54
06/13/2024 16:59:33,6.01,0.90
06/13/2024 16:58:33,15.53,0.27
06/13/2024 16:57:32,32.38,20.46
06/13/2024 16:56:09,36.18,20.46
06/13/2024 16:55:09,40.37,20.14
06/13/2024 16:54:09,50.65,19.81
06/13/2024 16:53:09,69.64,19.51
06/13/2024 15:57:16,73.38,21.09
06/13/2024 15:56:16,73.49,0.27
06/13/2024 15:54:18,74.43,21.09
06/13/2024 15:53:18,76.55,21.09
06/13/2024 15:52:18,76.24,21.09
06/13/2024 15:16:13,73.78,1.54
06/13/2024 14:51:30,73.85,6.32
06/13/2024 14:37:59,75.51,11.40
06/13/2024 14:36:35,79.20,10.45
06/13/2024 14:34:30,82.85,11.40
06/13/2024 14:33:03,81.30,16.50
06/13/2024 14:29:29,77.58,17.12
06/13/2024 14:19:11,73.89,16.50
06/13/2024 14:15:01,77.49,15.54
06/13/2024 14:12:40,81.10,13.00
06/13/2024 14:11:00,77.45,14.27
06/13/2024 13:50:43,73.69,13.32
06/13/2024 13:43:38,77.29,12.04
06/13/2024 13:41:02,80.85,11.40
06/13/2024 13:34:19,77.22,12.35
06/13/2024 13:31:34,80.89,10.77
06/13/2024 13:29:51,77.36,12.67
06/13/2024 13:05:03,73.67,13.95
06/13/2024 12:04:59,73.98,13.95
06/13/2024 11:04:56,75.74,13.00
06/13/2024 10:56:33,76.89,13.00
06/13/2024 10:55:33,74.25,21.27
06/13/2024 10:54:34,71.78,22.85
06/13/2024 10:40:54,72.10,17.77
06/13/2024 10:39:42,72.16,23.17
06/13/2024 10:38:42,72.39,32.08
06/13/2024 10:37:42,71.65,21.58
06/13/2024 10:32:29,71.62,16.17
06/13/2024 10:31:16,71.65,21.58
06/13/2024 10:30:17,71.87,38.75
06/13/2024 10:14:10,71.65,43.85
06/13/2024 10:10:23,71.85,41.00
06/13/2024 10:07:17,71.78,46.08
06/13/2024 10:06:18,71.64,37.50
06/13/2024 10:02:44,71.62,32.40
06/13/2024 09:45:02,71.74,32.40
06/13/2024 09:28:39,71.74,32.40
06/13/2024 09:22:05,71.58,32.08
06/13/2024 09:06:30,71.56,32.08
06/13/2024 08:06:26,71.56,32.08
06/13/2024 07:06:23,71.38,31.77
06/13/2024 06:44:56,71.56,31.77
06/13/2024 06:35:03,71.44,31.77
06/13/2024 06:28:27,71.35,31.45
06/13/2024 06:10:09,71.13,31.77
06/13/2024 05:10:06,70.97,31.77
06/13/2024 04:10:02,70.88,31.77
06/13/2024 03:47:37,70.84,32.08
06/13/2024 03:37:28,70.79,31.77
06/13/2024 03:32:13,70.81,31.77
06/13/2024 03:11:55,70.77,31.77
06/13/2024 02:11:51,70.36,32.08
06/13/2024 01:11:48,69.93,32.40
06/13/2024 00:45:51,69.75,32.40
06/13/2024 00:42:31,69.82,32.40
06/13/2024 00:36:32,69.69,32.40
06/12/2024 23:42:37,69.39,32.72
06/12/2024 22:42:33,68.94,32.40
06/12/2024 21:49:17,68.34,31.77
06/12/2024 20:49:14,67.84,30.50
06/12/2024 19:51:09,67.46,28.58
06/12/2024 18:51:06,67.32,25.72
06/12/2024 17:53:14,68.13,21.58
06/12/2024 17:05:34,68.31,16.17
06/12/2024 17:04:34,61.86,20.62
06/12/2024 16:36:56,58.14,20.95
06/12/2024 16:35:31,61.75,18.40
06/12/2024 16:34:31,69.58,13.32
06/12/2024 16:33:31,88.39,6.95
06/12/2024 16:31:09,92.16,6.32
06/12/2024 16:18:14,89.87,7.27
06/12/2024 16:16:35,86.23,8.54
06/12/2024 16:15:07,82.54,9.50
06/12/2024 16:13:34,78.87,11.08
06/12/2024 16:12:00,75.22,13.00
06/12/2024 16:10:25,71.51,14.58
06/12/2024 16:08:46,67.71,16.80
06/12/2024 16:07:09,64.06,20.00
06/12/2024 16:05:26,60.35,22.22
06/12/2024 15:48:56,56.61,22.85
06/12/2024 15:46:24,60.21,20.30
06/12/2024 15:45:23,63.82,18.08
06/12/2024 15:44:21,67.71,16.17
06/12/2024 15:43:20,71.42,13.62
06/12/2024 15:42:17,75.11,12.04
06/12/2024 15:41:14,78.73,10.45
06/12/2024 15:40:13,82.31,9.17
06/12/2024 15:39:09,85.96,8.22
06/12/2024 15:22:29,89.73,7.59
06/12/2024 15:21:11,86.16,8.54
06/12/2024 15:20:08,82.51,9.50
06/12/2024 15:19:02,78.78,11.08
06/12/2024 15:18:01,75.13,13.32
06/12/2024 15:16:56,71.49,15.22
06/12/2024 15:15:51,67.89,17.12
06/12/2024 15:14:40,63.99,19.04
06/12/2024 15:13:24,60.37,21.90
06/12/2024 14:55:16,56.64,22.54
06/12/2024 14:52:23,60.30,19.67
06/12/2024 14:51:23,66.27,16.17
06/12/2024 14:50:23,72.93,12.67
06/12/2024 14:49:23,79.84,9.82
06/12/2024 14:48:23,86.13,7.59
06/12/2024 14:33:09,89.85,7.27
06/12/2024 14:31:34,86.23,8.22
06/12/2024 14:30:29,82.60,9.82
06/12/2024 14:29:20,78.87,11.40
06/12/2024 14:11:59,75.20,12.04
06/12/2024 14:10:32,78.85,10.77
06/12/2024 14:09:32,86.83,7.27
06/12/2024 14:07:10,90.54,6.95
06/12/2024 14:05:17,86.92,8.22
06/12/2024 14:04:14,83.26,9.50
06/12/2024 14:03:12,79.65,10.77
06/12/2024 13:34:24,76.14,11.72
06/12/2024 13:06:41,72.37,13.95
06/12/2024 12:47:20,73.08,18.40
06/12/2024 12:41:22,73.18,23.17
06/12/2024 12:37:59,73.47,27.95
06/12/2024 12:35:29,73.33,32.72
06/12/2024 12:33:35,73.51,37.50
06/12/2024 12:05:14,73.76,42.58
06/12/2024 12:04:14,73.69,20.00
06/12/2024 11:56:41,74.52,14.90
06/12/2024 11:55:31,74.70,19.67
06/12/2024 11:54:31,74.88,34.30
06/12/2024 11:52:41,75.07,39.72
06/12/2024 11:50:37,75.11,34.62
06/12/2024 11:40:47,74.73,35.58
06/12/2024 11:39:55,74.82,36.22
06/12/2024 11:39:12,75.00,36.85
06/12/2024 11:12:03,76.44,39.08
06/12/2024 11:07:44,80.02,34.00
06/12/2024 11:06:04,82.85,28.90
06/12/2024 11:04:59,81.21,23.80
06/12/2024 10:58:24,77.56,25.08
06/12/2024 10:57:24,70.93,31.12
06/12/2024 10:48:48,67.30,35.58
06/12/2024 10:47:28,70.92,32.72
06/12/2024 10:46:28,79.68,24.77
06/12/2024 10:32:19,83.44,28.90
06/12/2024 10:26:56,79.79,31.77
06/12/2024 10:25:56,75.96,36.22
06/12/2024 10:16:29,72.21,37.80
06/12/2024 09:16:26,72.12,37.80
06/12/2024 08:16:22,72.14,38.12
06/12/2024 07:16:19,71.98,37.80
06/12/2024 06:16:15,72.07,37.80
06/12/2024 05:16:12,71.94,38.12
06/12/2024 04:16:08,71.91,38.12
06/12/2024 03:16:04,71.82,38.12
06/12/2024 02:16:01,71.78,38.12
06/12/2024 01:15:57,71.76,38.45
06/12/2024 00:15:53,71.69,38.75
06/11/2024 23:15:50,71.58,38.75
06/11/2024 22:15:46,71.38,39.08
06/11/2024 21:15:43,71.10,39.40
06/11/2024 20:15:39,71.10,39.72
06/11/2024 19:15:36,70.81,40.03
06/11/2024 18:15:32,70.54,40.03
06/11/2024 17:15:28,70.47,40.35
06/11/2024 16:15:25,70.50,40.03
06/11/2024 16:09:59,70.52,40.03
06/11/2024 15:23:38,70.86,39.08
06/11/2024 15:11:18,71.04,38.75
06/11/2024 14:54:34,71.40,38.75
06/11/2024 14:35:03,72.32,33.67
06/11/2024 14:30:05,71.78,39.08
06/11/2024 13:30:01,73.15,36.85
06/11/2024 13:06:20,76.78,33.67
06/11/2024 12:57:31,73.17,34.62
06/11/2024 12:16:54,72.61,40.03
06/11/2024 11:33:42,73.04,34.95
06/11/2024 11:32:42,72.48,39.40
06/11/2024 11:14:08,72.68,33.67
06/11/2024 10:14:04,71.38,29.85
06/11/2024 09:14:00,70.59,27.30
06/11/2024 08:13:57,70.50,30.80
06/11/2024 07:13:53,70.48,32.40
06/11/2024 06:13:50,70.65,34.00
06/11/2024 05:13:46,70.70,33.67
06/11/2024 04:13:42,70.52,33.67
06/11/2024 03:13:39,70.66,34.30
06/11/2024 02:13:35,70.63,34.62
06/11/2024 01:13:32,70.65,31.12
06/11/2024 00:13:28,70.57,29.85
06/10/2024 23:13:24,70.74,32.40
06/10/2024 22:13:21,70.77,31.12
06/10/2024 21:13:17,70.75,27.95
06/10/2024 20:13:14,70.74,26.67
06/10/2024 19:13:11,70.66,24.77
06/10/2024 18:13:07,70.86,26.03
06/10/2024 17:15:14,71.04,31.12
06/10/2024 16:15:10,70.93,27.30
06/10/2024 16:11:38,71.22,27.62
06/10/2024 15:31:33,71.58,27.95
06/10/2024 15:13:03,73.11,27.95
06/10/2024 15:06:06,73.47,27.95
06/10/2024 14:06:02,73.40,29.22
06/10/2024 13:05:59,72.30,28.58
06/10/2024 12:05:56,73.15,29.22
06/10/2024 11:53:28,76.66,27.00
06/10/2024 11:52:27,73.31,36.22
06/10/2024 11:12:17,71.85,30.80
06/10/2024 10:12:14,70.52,35.58
06/10/2024 09:12:10,71.62,34.95
06/10/2024 08:12:06,71.19,34.95
06/10/2024 07:12:03,70.68,36.53
06/10/2024 06:11:59,70.61,39.40
06/10/2024 05:11:56,70.43,40.67
06/10/2024 04:11:52,70.39,40.03
06/10/2024 03:11:48,70.48,41.95
06/10/2024 02:11:45,70.45,41.30
06/10/2024 01:11:41,70.50,41.62
06/10/2024 00:11:38,70.52,42.90
06/09/2024 23:11:34,70.36,43.53
06/09/2024 22:11:31,70.30,43.53
06/09/2024 21:11:27,70.32,42.25
06/09/2024 20:11:23,70.34,41.95
06/09/2024 19:11:20,70.25,39.72
06/09/2024 18:26:02,70.14,34.95
06/09/2024 18:09:42,70.02,29.85
