"Timestamp (America/Chicago)","RA3E-F52ABC TEMP2118 [Temperature](1)Temperature(F°)","RA3E-F52ABC TEMP_HUM2118 [Temperature & Humidity](2)Temperature(F°)","RA3E-F52ABC TEMP_HUM2118 [Temperature & Humidity](2)Humidity(%RH)","RA3E-F52ABC FIRE2118 [Switch](1)Switch"
05/27/2024 02:25:10,68.00,70.50,45.75,Open
05/27/2024 01:25:07,68.11,70.59,46.72,Open
05/27/2024 00:25:03,68.11,70.54,48.30,Open
05/26/2024 23:24:59,68.11,70.47,49.90,Open
05/26/2024 22:24:56,67.42,70.21,52.12,Open
05/26/2024 21:24:52,68.11,70.70,49.90,Open
05/26/2024 20:24:49,67.66,70.79,50.22,Open
05/26/2024 19:24:45,68.00,70.77,50.22,Open
05/26/2024 18:24:42,67.87,70.66,50.22,Open
05/26/2024 17:24:38,68.00,70.65,50.22,Open
05/26/2024 16:24:35,68.11,70.65,49.58,Open
05/26/2024 15:24:31,68.11,70.68,49.25,Open
05/26/2024 14:24:27,68.11,70.74,49.58,Open
05/26/2024 13:24:24,67.87,70.83,49.25,Open
05/26/2024 12:24:20,68.11,70.77,49.25,Open
05/26/2024 11:24:17,68.22,70.75,48.30,Open
05/26/2024 10:24:13,67.87,70.59,44.48,Open
05/26/2024 09:24:10,68.00,70.50,41.00,Open
05/26/2024 08:24:06,68.00,70.45,40.35,Open
05/26/2024 07:24:02,67.87,70.38,38.45,Open
05/26/2024 06:23:59,68.00,70.27,38.45,Open
05/26/2024 05:23:55,67.77,70.38,38.12,Open
05/26/2024 04:23:51,67.42,70.25,36.22,Open
05/26/2024 03:23:48,67.77,70.34,35.58,Open
05/26/2024 02:23:44,67.66,70.25,34.00,Open
05/26/2024 01:23:41,67.66,70.18,34.30,Open
05/26/2024 00:23:37,67.55,70.23,33.35,Open
05/25/2024 23:23:34,67.42,69.98,34.30,Open
05/25/2024 22:23:30,67.21,70.07,35.25,Open
05/25/2024 21:23:27,67.77,70.25,36.22,Open
05/25/2024 20:23:24,67.66,70.27,34.62,Open
05/25/2024 19:23:20,67.55,70.20,32.40,Open
05/25/2024 18:23:16,67.55,70.16,31.77,Open
05/25/2024 17:23:13,67.21,70.18,31.45,Open
05/25/2024 16:23:09,67.77,70.39,32.40,Open
05/25/2024 15:44:18,67.87,70.50,37.50,Open
05/25/2024 14:44:14,67.87,70.41,36.53,Open
05/25/2024 13:44:11,67.87,70.41,36.22,Open
05/25/2024 12:44:07,67.66,70.54,35.25,Open
05/25/2024 11:44:03,67.42,70.07,31.12,Open
05/25/2024 10:44:00,67.77,70.32,33.03,Open
05/25/2024 09:43:56,67.87,70.32,34.00,Open
05/25/2024 08:43:53,68.00,70.65,37.50,Open
05/25/2024 07:43:49,67.87,70.65,40.03,Open
05/25/2024 06:43:47,68.11,70.70,41.62,Open
05/25/2024 05:43:42,68.32,70.68,44.48,Open
05/25/2024 04:45:20,68.22,70.84,49.58,Open
05/25/2024 03:45:16,68.22,70.86,49.90,Open
05/25/2024 02:45:12,68.11,70.86,50.22,Open
05/25/2024 01:45:09,68.00,70.83,50.22,Open
05/25/2024 00:45:05,68.11,70.81,50.22,Open
05/24/2024 23:45:02,68.00,70.61,50.53,Open
05/24/2024 22:44:58,67.42,70.23,52.45,Open
05/24/2024 21:44:55,68.11,70.86,50.85,Open
05/24/2024 20:44:51,68.00,70.74,49.25,Open
05/24/2024 19:44:48,68.00,70.84,48.95,Open
05/24/2024 18:44:44,68.11,70.86,49.58,Open
05/24/2024 17:44:41,68.11,70.83,49.90,Open
05/24/2024 16:44:37,68.11,70.93,49.90,Open
05/24/2024 15:44:34,68.00,70.81,49.58,Open
05/24/2024 14:44:30,68.00,70.88,49.58,Open
05/24/2024 13:44:26,68.11,70.84,49.58,Open
05/24/2024 12:44:23,68.00,70.61,47.98,Open
05/24/2024 11:44:19,68.32,70.86,49.25,Open
05/24/2024 10:44:16,68.11,70.86,49.58,Open
05/24/2024 09:44:12,68.22,70.79,49.25,Open
05/24/2024 08:44:09,68.22,70.86,48.95,Open
05/24/2024 07:44:05,68.22,70.88,48.30,Open
05/24/2024 06:44:02,68.22,70.86,46.72,Open
05/24/2024 06:00:20,68.11,70.57,41.95,Open
05/24/2024 05:00:16,67.87,70.63,38.75,Open
05/24/2024 04:00:13,68.00,70.54,36.22,Open
05/24/2024 03:00:09,67.77,70.61,34.62,Open
05/24/2024 02:00:05,68.00,70.39,35.25,Open
05/24/2024 01:00:02,67.87,70.50,35.58,Open
05/23/2024 23:59:59,67.77,70.34,35.90,Open
05/23/2024 22:59:55,67.21,70.20,36.22,Open
05/23/2024 21:59:51,67.66,70.50,35.58,Open
05/23/2024 20:59:48,68.11,70.57,34.95,Open
05/23/2024 19:59:44,68.11,70.59,32.40,Open
05/23/2024 18:59:41,68.32,70.68,34.62,Open
05/23/2024 17:59:37,68.45,70.75,34.30,Open
05/23/2024 16:59:34,68.45,70.86,34.95,Open
05/23/2024 15:59:30,68.77,71.20,35.90,Open
05/23/2024 14:59:26,69.91,72.39,34.62,Open
05/23/2024 13:59:23,69.22,73.04,34.30,Open
05/23/2024 12:59:19,69.35,72.05,33.35,Open
05/23/2024 11:59:16,69.35,72.05,35.58,Open
05/23/2024 10:59:12,68.90,71.67,34.30,Open
05/23/2024 09:59:09,67.77,70.32,34.30,Open
05/23/2024 08:59:05,67.66,70.43,35.90,Open
05/23/2024 07:59:02,67.55,70.27,37.50,Open
05/23/2024 06:58:58,67.77,70.32,36.85,Open
05/23/2024 05:58:55,67.55,70.45,36.53,Open
05/23/2024 04:58:51,67.32,70.50,36.22,Open
05/23/2024 03:58:47,67.55,70.18,35.58,Open
05/23/2024 02:58:44,67.55,70.34,34.95,Open
05/23/2024 01:58:40,67.21,70.16,34.30,Open
05/23/2024 00:58:37,67.32,70.30,33.35,Open
05/22/2024 23:58:33,67.42,70.11,32.72,Open
05/22/2024 22:58:29,67.21,69.87,32.72,Open
05/22/2024 21:58:26,67.21,70.32,31.12,Open
05/22/2024 20:58:22,67.42,70.38,29.22,Open
05/22/2024 19:58:19,67.32,70.47,29.22,Open
05/22/2024 18:58:15,67.66,70.39,28.58,Open
05/22/2024 17:58:12,67.87,70.52,28.58,Open
05/22/2024 16:58:09,68.32,71.46,31.12,Open
05/22/2024 16:21:02,68.67,71.76,36.22,Open
05/22/2024 15:20:59,69.12,71.98,38.12,Open
05/22/2024 14:20:55,68.22,70.65,41.30,Open
05/22/2024 13:20:52,68.56,70.92,41.95,Open
05/22/2024 12:20:48,69.35,71.92,41.30,Open
05/22/2024 11:20:45,69.01,71.44,41.62,Open
05/22/2024 10:20:41,68.45,70.56,43.85,Open
05/22/2024 09:20:37,68.56,70.50,44.80,Open
05/22/2024 08:20:34,68.56,70.50,45.75,Open
05/22/2024 07:20:30,68.56,70.45,47.35,Open
05/22/2024 06:20:27,68.77,70.72,48.95,Open
05/22/2024 05:20:23,68.67,70.63,49.58,Open
05/22/2024 04:20:19,68.56,70.72,50.22,Open
05/22/2024 03:20:16,68.56,70.68,50.22,Open
05/22/2024 02:20:12,68.67,70.70,49.58,Open
05/22/2024 01:20:09,68.45,70.52,48.95,Open
05/22/2024 00:20:05,68.56,70.56,49.58,Open
05/21/2024 23:20:02,68.56,70.81,49.90,Open
05/21/2024 22:19:58,68.56,70.72,50.22,Open
05/21/2024 21:19:54,68.77,70.77,49.90,Open
05/21/2024 20:19:51,68.77,70.77,49.58,Open
05/21/2024 19:19:47,68.77,70.63,49.25,Open
05/21/2024 18:19:44,69.01,70.75,49.25,Open
05/21/2024 17:19:40,69.01,70.90,48.95,Open
05/21/2024 16:19:37,68.90,71.94,48.95,Open
05/21/2024 15:19:33,68.56,71.31,49.58,Open
05/21/2024 14:19:30,68.56,71.19,49.58,Open
05/21/2024 13:19:26,68.45,71.24,49.90,Open
05/21/2024 12:19:23,68.45,71.19,50.53,Open
05/21/2024 11:19:19,68.32,71.69,50.85,Open
05/21/2024 10:19:16,68.00,71.28,51.48,Open
05/21/2024 09:19:12,67.10,69.62,53.40,Open
05/21/2024 08:19:08,67.10,69.62,53.08,Open
05/21/2024 07:19:05,67.21,69.67,53.40,Open
05/21/2024 06:19:01,67.32,69.66,53.08,Open
05/21/2024 05:18:58,67.32,69.67,53.40,Open
05/21/2024 04:18:54,67.21,69.69,53.08,Open
05/21/2024 03:18:51,67.32,69.75,52.75,Open
05/21/2024 02:18:47,69.01,70.48,49.58,Open
05/21/2024 01:41:02,67.10,69.89,54.67,Open
05/21/2024 00:40:58,67.21,69.75,52.75,Open
05/20/2024 23:40:55,67.32,69.94,52.75,Open
05/20/2024 22:40:51,67.32,69.64,52.45,Open
05/20/2024 21:40:48,67.32,69.91,52.12,Open
05/20/2024 20:40:44,67.32,69.89,51.48,Open
