"Timestamp (America/Chicago)","RA3E-F52ABC Red [Temperature](1)Temperature(F°)"
07/09/2024 09:44:31,54.82
07/09/2024 09:38:01,58.55
07/09/2024 09:36:50,62.26
07/09/2024 08:46:31,65.97
07/09/2024 08:39:45,62.26
07/09/2024 08:37:13,58.55
07/09/2024 08:17:05,54.82
07/09/2024 07:17:01,54.82
07/09/2024 06:16:58,54.72
07/09/2024 05:16:54,54.82
07/09/2024 04:16:50,54.72
07/09/2024 03:16:48,54.61
07/09/2024 02:16:44,54.61
07/09/2024 01:16:40,54.61
07/09/2024 00:16:36,54.61
07/08/2024 23:16:33,54.72
07/08/2024 22:16:29,54.82
07/08/2024 21:16:26,54.82
07/08/2024 20:16:22,54.82
07/08/2024 19:16:19,54.82
07/08/2024 18:16:15,55.06
07/08/2024 17:16:11,55.17
07/08/2024 16:16:08,56.17
07/08/2024 15:16:04,56.52
07/08/2024 14:16:01,55.96
07/08/2024 13:15:57,55.72
07/08/2024 12:15:54,55.62
07/08/2024 11:15:50,54.82
07/08/2024 11:14:50,54.72
07/08/2024 10:45:34,54.50
07/08/2024 09:45:31,54.72
07/08/2024 09:39:36,58.42
07/08/2024 09:38:24,62.15
07/08/2024 08:48:27,65.86
07/08/2024 08:41:20,62.15
07/08/2024 08:38:52,58.42
07/08/2024 07:51:06,54.72
07/08/2024 06:51:02,54.72
07/08/2024 05:50:59,54.61
07/08/2024 04:50:55,54.61
07/08/2024 03:50:52,54.61
07/08/2024 02:50:49,54.61
07/08/2024 01:50:45,54.61
07/08/2024 00:50:41,54.50
07/07/2024 23:50:38,54.72
07/07/2024 22:50:34,54.61
07/07/2024 21:50:31,54.61
07/07/2024 20:50:27,54.50
07/07/2024 19:50:23,54.61
07/07/2024 18:50:20,54.61
07/07/2024 17:50:16,54.37
07/07/2024 16:50:13,54.61
07/07/2024 15:50:09,54.61
07/07/2024 14:50:06,54.50
07/07/2024 13:50:02,54.61
07/07/2024 12:49:59,54.50
07/07/2024 11:49:55,54.50
07/07/2024 10:49:51,54.61
07/07/2024 09:49:48,54.50
07/07/2024 09:41:21,58.21
07/07/2024 09:40:08,61.92
07/07/2024 08:48:49,65.75
07/07/2024 08:42:49,62.02
07/07/2024 08:40:28,58.32
07/07/2024 07:49:35,54.72
07/07/2024 06:49:31,54.61
07/07/2024 05:49:28,54.61
07/07/2024 04:49:24,54.61
07/07/2024 03:49:21,54.50
07/07/2024 02:49:17,54.50
07/07/2024 01:49:14,54.61
07/07/2024 00:49:10,54.61
07/06/2024 23:49:07,54.72
07/06/2024 22:49:03,54.50
07/06/2024 21:48:59,54.37
07/06/2024 20:48:56,54.37
07/06/2024 19:48:52,54.50
07/06/2024 18:48:49,54.50
07/06/2024 17:48:45,54.37
07/06/2024 16:48:41,54.61
07/06/2024 15:48:38,54.50
07/06/2024 14:48:34,54.61
07/06/2024 13:48:31,54.61
07/06/2024 12:48:27,54.61
07/06/2024 11:48:24,54.72
07/06/2024 10:48:20,54.72
07/06/2024 09:48:17,54.95
07/06/2024 09:42:34,58.66
07/06/2024 09:41:28,62.37
07/06/2024 08:51:19,66.07
07/06/2024 08:44:28,62.37
07/06/2024 08:41:57,58.66
07/06/2024 07:45:53,54.82
07/06/2024 06:45:50,54.82
07/06/2024 05:45:46,54.95
07/06/2024 04:45:43,54.72
07/06/2024 03:45:39,54.82
07/06/2024 02:45:35,54.72
07/06/2024 01:45:32,54.82
07/06/2024 00:45:28,54.82
07/05/2024 23:45:25,54.82
07/05/2024 22:45:21,54.82
07/05/2024 21:45:18,54.95
07/05/2024 20:45:15,54.95
07/05/2024 19:45:11,54.82
07/05/2024 18:45:07,55.06
07/05/2024 17:45:04,55.17
07/05/2024 16:45:00,55.40
07/05/2024 15:44:57,56.17
07/05/2024 14:44:53,56.17
07/05/2024 13:44:50,55.96
07/05/2024 12:44:46,56.07
07/05/2024 11:44:43,55.85
07/05/2024 10:44:39,55.51
07/05/2024 09:44:35,58.32
07/05/2024 09:43:02,62.02
07/05/2024 08:53:00,65.86
07/05/2024 08:45:47,62.15
07/05/2024 08:43:15,58.55
07/05/2024 07:53:59,54.82
07/05/2024 06:53:55,54.82
07/05/2024 05:53:52,54.95
07/05/2024 04:53:48,54.61
07/05/2024 03:53:45,54.82
07/05/2024 02:53:41,54.72
07/05/2024 01:53:37,54.72
07/05/2024 00:53:34,54.72
