"Timestamp (America/Chicago)","RA3E-F52ABC Red [Temperature](1)Temperature(F°)"
06/11/2024 16:09:59,64.40
06/11/2024 15:23:38,68.22
06/11/2024 15:11:18,64.51
06/11/2024 14:54:34,60.80
06/11/2024 14:35:03,60.67
06/11/2024 14:30:05,60.91
06/11/2024 13:30:01,60.91
06/11/2024 13:06:20,60.57
06/11/2024 12:57:31,60.67
06/11/2024 12:16:54,62.15
06/11/2024 11:33:42,60.12
06/11/2024 11:32:42,60.22
06/11/2024 11:14:08,60.22
06/11/2024 10:14:04,58.42
06/11/2024 09:14:00,57.76
06/11/2024 08:13:57,57.97
06/11/2024 07:13:53,58.21
06/11/2024 06:13:50,58.32
06/11/2024 05:13:46,58.32
06/11/2024 04:13:42,58.32
06/11/2024 03:13:39,58.32
06/11/2024 02:13:35,58.32
06/11/2024 01:13:32,57.97
06/11/2024 00:13:28,57.97
06/10/2024 23:13:24,58.42
06/10/2024 22:13:21,58.32
06/10/2024 21:13:17,57.87
06/10/2024 20:13:14,57.87
06/10/2024 19:13:11,57.65
06/10/2024 18:13:07,57.87
06/10/2024 17:15:14,58.55
06/10/2024 16:15:10,60.35
06/10/2024 16:11:38,64.06
06/10/2024 15:31:33,67.77
06/10/2024 15:13:03,64.06
06/10/2024 15:06:06,60.35
06/10/2024 14:06:02,60.80
06/10/2024 13:05:59,59.67
06/10/2024 12:05:56,60.91
06/10/2024 11:53:28,60.91
06/10/2024 11:52:27,60.57
06/10/2024 11:12:17,59.56
06/10/2024 10:12:14,59.00
06/10/2024 09:12:10,59.67
06/10/2024 08:12:06,59.32
06/10/2024 07:12:03,59.11
06/10/2024 06:11:59,59.11
06/10/2024 05:11:56,59.00
06/10/2024 04:11:52,58.77
06/10/2024 03:11:48,59.11
06/10/2024 02:11:45,58.77
06/10/2024 01:11:41,59.00
06/10/2024 00:11:38,59.00
06/09/2024 23:11:34,59.11
06/09/2024 22:11:31,59.22
06/09/2024 21:11:27,59.11
06/09/2024 20:11:23,59.00
06/09/2024 19:11:20,58.66
06/09/2024 18:26:02,58.10
06/09/2024 18:09:42,57.97
06/09/2024 17:09:39,57.87
06/09/2024 16:09:36,54.82
06/09/2024 15:35:53,58.55
06/09/2024 14:35:50,57.97
06/09/2024 13:35:46,58.10
06/09/2024 12:35:42,58.42
06/09/2024 11:35:39,58.66
06/09/2024 10:35:35,59.11
06/09/2024 09:35:32,59.11
06/09/2024 08:36:04,59.56
06/09/2024 07:36:01,59.77
06/09/2024 06:35:57,59.77
06/09/2024 05:35:54,59.67
06/09/2024 04:35:50,59.56
06/09/2024 03:35:47,59.45
06/09/2024 02:35:43,59.56
06/09/2024 01:35:39,59.45
06/09/2024 00:35:36,59.56
06/08/2024 23:35:32,59.32
06/08/2024 22:35:29,60.80
06/08/2024 21:35:26,64.17
06/08/2024 21:31:55,60.35
06/08/2024 20:31:52,59.67
06/08/2024 19:31:48,59.67
06/08/2024 18:31:44,59.67
06/08/2024 17:31:41,59.67
06/08/2024 16:31:37,59.67
06/08/2024 15:31:32,59.56
06/08/2024 14:31:28,59.77
06/08/2024 13:31:25,59.67
06/08/2024 12:39:23,59.32
06/08/2024 11:42:37,58.87
06/08/2024 10:42:34,59.00
06/08/2024 09:42:30,59.32
06/08/2024 08:42:27,59.32
06/08/2024 07:42:23,59.45
06/08/2024 06:42:20,59.56
06/08/2024 05:42:16,59.32
06/08/2024 04:42:13,59.56
06/08/2024 03:42:09,59.45
06/08/2024 02:42:05,59.56
06/08/2024 01:42:02,59.45
06/08/2024 00:41:58,59.32
06/07/2024 23:41:54,59.32
06/07/2024 22:41:52,59.56
06/07/2024 22:34:30,63.27
06/07/2024 21:52:36,66.97
06/07/2024 21:35:36,63.27
06/07/2024 21:02:34,59.56
06/07/2024 20:02:31,59.67
06/07/2024 19:02:27,59.67
06/07/2024 18:02:24,59.22
06/07/2024 17:38:03,59.32
06/07/2024 16:38:00,60.57
06/07/2024 15:37:56,61.02
06/07/2024 14:37:53,60.91
06/07/2024 13:37:49,61.02
06/07/2024 12:37:46,60.57
06/07/2024 11:37:42,57.97
06/07/2024 10:37:38,58.32
06/07/2024 09:37:35,58.55
06/07/2024 08:37:31,58.55
06/07/2024 07:37:27,58.55
06/07/2024 06:37:24,58.66
06/07/2024 05:37:20,58.55
06/07/2024 04:37:17,58.66
06/07/2024 03:37:13,58.42
06/07/2024 02:37:10,58.42
06/07/2024 01:37:06,58.32
06/07/2024 00:37:02,58.32
06/06/2024 23:36:59,58.42
06/06/2024 22:36:55,61.81
06/06/2024 21:47:52,65.62
06/06/2024 21:37:15,62.02
06/06/2024 20:38:43,58.32
06/06/2024 19:38:39,58.32
06/06/2024 18:38:36,58.21
06/06/2024 17:38:32,58.32
06/06/2024 16:38:29,58.21
06/06/2024 15:38:25,58.42
06/06/2024 14:38:21,58.55
06/06/2024 13:38:18,58.55
06/06/2024 12:38:14,58.55
06/06/2024 11:38:10,58.32
06/06/2024 10:38:07,58.87
06/06/2024 09:38:04,59.11
06/06/2024 08:50:01,59.45
06/06/2024 07:49:58,59.77
06/06/2024 06:49:55,59.77
06/06/2024 05:49:51,60.01
06/06/2024 04:49:47,60.01
06/06/2024 03:49:44,60.12
06/06/2024 02:49:40,60.01
06/06/2024 01:49:37,59.90
06/06/2024 00:49:33,59.90
06/05/2024 23:49:30,59.77
06/05/2024 22:49:26,59.67
06/05/2024 22:38:03,63.37
06/05/2024 22:04:00,67.21
06/05/2024 21:39:02,63.50
06/05/2024 20:42:50,59.77
06/05/2024 19:42:47,60.12
06/05/2024 18:42:48,60.01
06/05/2024 17:42:40,60.12
06/05/2024 16:42:37,60.57
06/05/2024 15:42:33,62.15
06/05/2024 14:42:29,61.92
06/05/2024 13:42:26,61.81
06/05/2024 12:42:22,61.57
06/05/2024 11:42:19,60.35
06/05/2024 10:42:15,60.35
06/05/2024 09:42:12,60.35
06/05/2024 08:42:08,60.67
06/05/2024 07:42:04,60.22
06/05/2024 06:42:01,60.35
06/05/2024 05:41:57,60.57
06/05/2024 04:41:54,60.46
06/05/2024 03:41:50,60.46
06/05/2024 02:41:47,60.22
06/05/2024 01:41:43,60.57
06/05/2024 00:41:39,60.57
06/04/2024 23:41:36,60.22
06/04/2024 22:41:32,61.81
06/04/2024 21:41:29,64.27
06/04/2024 20:44:07,60.57
06/04/2024 19:44:04,60.46
06/04/2024 18:44:00,60.57
06/04/2024 17:43:57,60.57
06/04/2024 16:43:53,61.12
06/04/2024 15:43:50,62.37
06/04/2024 14:43:46,62.37
06/04/2024 13:43:42,61.47
06/04/2024 12:43:39,61.36
06/04/2024 11:43:35,61.36
06/04/2024 10:43:32,61.12
06/04/2024 09:43:28,60.12
06/04/2024 08:43:25,60.01
06/04/2024 07:43:21,60.35
06/04/2024 06:43:18,60.12
06/04/2024 05:43:14,60.22
06/04/2024 04:43:11,60.12
06/04/2024 03:43:07,60.22
06/04/2024 02:43:03,60.12
06/04/2024 01:43:00,60.12
06/04/2024 00:42:56,60.35
06/03/2024 23:42:53,60.12
06/03/2024 22:42:49,61.92
06/03/2024 21:42:45,63.95
06/03/2024 20:56:21,60.22
06/03/2024 19:56:17,60.35
06/03/2024 18:56:14,60.46
06/03/2024 17:56:10,60.67
06/03/2024 16:56:07,61.12
06/03/2024 15:56:03,62.15
06/03/2024 14:55:59,61.92
06/03/2024 13:55:56,61.47
06/03/2024 12:55:53,61.70
06/03/2024 11:55:49,61.57
06/03/2024 10:55:45,61.47
06/03/2024 09:55:42,61.47
06/03/2024 08:55:38,61.57
06/03/2024 07:55:35,61.36
06/03/2024 06:55:31,61.36
06/03/2024 05:55:28,61.47
06/03/2024 04:55:24,61.36
06/03/2024 03:55:21,61.25
06/03/2024 02:55:17,61.12
06/03/2024 01:55:13,61.25
06/03/2024 00:55:10,61.25
06/02/2024 23:55:06,61.25
06/02/2024 22:55:03,61.12
06/02/2024 22:42:45,64.72
06/02/2024 22:05:23,68.56
06/02/2024 21:43:58,64.96
06/02/2024 20:47:14,61.25
06/02/2024 19:47:11,61.36
06/02/2024 18:47:07,61.36
06/02/2024 17:47:03,61.25
06/02/2024 16:47:00,61.36
06/02/2024 15:46:56,61.57
06/02/2024 14:46:53,61.47
06/02/2024 13:46:49,61.36
06/02/2024 12:46:46,61.36
06/02/2024 11:46:42,61.47
06/02/2024 10:46:38,61.25
06/02/2024 09:46:35,61.36
06/02/2024 08:46:31,61.47
06/02/2024 07:46:28,61.36
06/02/2024 06:46:24,61.47
06/02/2024 05:46:21,61.36
06/02/2024 04:46:17,61.36
06/02/2024 03:46:14,61.47
06/02/2024 02:46:10,61.25
06/02/2024 01:46:07,61.25
06/02/2024 00:46:03,61.12
06/01/2024 23:45:59,61.25
06/01/2024 22:45:56,63.16
06/01/2024 21:45:53,65.07
06/01/2024 20:55:32,61.36
06/01/2024 19:55:29,61.47
06/01/2024 18:55:25,61.36
06/01/2024 17:55:22,61.47
06/01/2024 16:55:19,61.47
06/01/2024 15:55:15,61.25
06/01/2024 14:55:11,61.25
06/01/2024 13:55:08,61.12
06/01/2024 12:55:04,61.25
06/01/2024 11:55:00,61.12
06/01/2024 10:54:57,61.02
06/01/2024 09:54:53,60.67
06/01/2024 08:54:49,60.46
06/01/2024 07:54:46,60.35
06/01/2024 06:54:43,60.01
06/01/2024 05:54:39,60.01
06/01/2024 04:54:36,60.01
06/01/2024 03:54:32,60.01
06/01/2024 02:54:28,60.12
06/01/2024 01:54:25,59.90
06/01/2024 00:54:21,59.67
05/31/2024 23:54:18,60.01
05/31/2024 22:54:15,60.22
05/31/2024 22:45:58,63.95
05/31/2024 22:01:55,67.66
05/31/2024 21:47:16,63.95
05/31/2024 20:50:09,60.22
05/31/2024 19:50:05,60.46
05/31/2024 18:50:02,60.22
05/31/2024 17:49:58,60.12
05/31/2024 16:49:54,60.35
05/31/2024 15:49:51,60.22
05/31/2024 14:49:47,60.01
05/31/2024 13:49:44,60.12
05/31/2024 12:49:40,59.77
05/31/2024 12:01:23,59.56
05/31/2024 11:01:19,59.32
05/31/2024 10:01:16,58.42
05/31/2024 09:01:12,58.77
05/31/2024 08:01:08,58.77
05/31/2024 07:01:05,60.46
05/31/2024 06:01:01,60.35
05/31/2024 05:00:58,59.90
05/31/2024 04:00:54,59.45
05/31/2024 03:00:50,58.66
05/31/2024 02:00:47,58.10
05/31/2024 01:00:43,58.10
05/31/2024 00:00:40,57.65
05/30/2024 23:00:36,57.07
05/30/2024 22:48:27,60.80
05/30/2024 21:57:24,64.51
05/30/2024 21:48:37,60.80
05/30/2024 21:28:12,57.07
05/30/2024 20:28:08,56.97
05/30/2024 19:28:05,57.20
05/30/2024 18:28:01,57.52
05/30/2024 17:27:58,58.10
05/30/2024 16:27:54,57.76
05/30/2024 16:18:04,50.45
05/30/2024 16:14:55,42.01
05/30/2024 15:29:40,67.21
05/30/2024 14:29:37,68.00
05/30/2024 13:29:33,68.00
05/30/2024 12:29:29,68.00
05/30/2024 11:29:26,68.22
05/30/2024 10:29:22,67.21
05/30/2024 09:29:19,67.10
05/30/2024 08:29:15,66.76
05/30/2024 07:29:12,68.45
05/30/2024 06:29:08,68.11
05/30/2024 05:29:04,67.21
05/30/2024 04:29:01,66.65
05/30/2024 03:28:57,66.76
05/30/2024 02:28:54,66.76
05/30/2024 01:28:50,66.76
05/30/2024 00:28:47,66.87
05/29/2024 23:28:43,66.76
05/29/2024 22:28:40,66.87
05/29/2024 21:28:36,67.10
05/29/2024 20:28:33,67.32
05/29/2024 19:28:29,67.66
05/29/2024 18:28:26,69.22
05/29/2024 17:28:22,69.57
05/29/2024 16:28:19,69.80
05/29/2024 15:28:15,69.80
05/29/2024 14:28:11,69.91
05/29/2024 13:28:08,69.57
05/29/2024 12:28:04,69.46
05/29/2024 11:28:00,69.01
05/29/2024 10:27:57,68.45
05/29/2024 09:27:54,67.87
05/29/2024 08:27:50,68.00
05/29/2024 07:27:46,68.11
05/29/2024 06:27:43,67.87
05/29/2024 05:27:39,67.87
05/29/2024 04:27:36,68.11
05/29/2024 03:27:32,68.00
05/29/2024 02:27:29,68.00
05/29/2024 01:27:25,68.00
05/29/2024 00:27:22,67.87
05/28/2024 23:27:18,67.87
05/28/2024 22:27:14,67.32
05/28/2024 21:27:11,67.77
05/28/2024 20:27:07,68.11
05/28/2024 19:27:04,68.11
05/28/2024 18:27:00,68.22
05/28/2024 17:26:57,68.00
05/28/2024 16:26:53,68.22
05/28/2024 15:26:49,68.11
05/28/2024 14:26:46,68.32
05/28/2024 13:26:42,68.11
05/28/2024 12:26:39,68.22
05/28/2024 11:26:35,68.00
05/28/2024 10:26:32,68.11
05/28/2024 09:26:28,67.87
05/28/2024 08:26:25,68.00
05/28/2024 07:26:21,66.97
05/28/2024 06:26:18,68.00
05/28/2024 05:26:14,68.00
05/28/2024 04:26:10,68.11
05/28/2024 03:26:07,67.77
05/28/2024 02:26:03,68.11
05/28/2024 01:26:00,68.00
05/28/2024 00:25:56,68.11
05/27/2024 23:25:53,68.11
05/27/2024 22:25:49,67.32
05/27/2024 21:25:45,68.00
05/27/2024 20:25:42,68.11
05/27/2024 19:25:38,67.77
05/27/2024 18:25:35,68.00
05/27/2024 17:25:31,68.00
05/27/2024 16:26:00,68.00
05/27/2024 15:25:56,68.11
05/27/2024 14:25:53,68.00
05/27/2024 13:25:49,68.00
05/27/2024 12:25:45,68.00
05/27/2024 11:25:42,68.00
05/27/2024 10:25:38,67.87
05/27/2024 09:25:35,68.22
05/27/2024 08:25:31,68.11
05/27/2024 07:25:27,68.00
05/27/2024 06:25:24,68.22
05/27/2024 05:25:20,68.11
05/27/2024 04:25:17,68.00
05/27/2024 03:25:13,67.87
05/27/2024 02:25:10,68.00
05/27/2024 01:25:07,68.11
05/27/2024 00:25:03,68.11
05/26/2024 23:24:59,68.11
05/26/2024 22:24:56,67.42
05/26/2024 21:24:52,68.11
05/26/2024 20:24:49,67.66
05/26/2024 19:24:45,68.00
05/26/2024 18:24:42,67.87
05/26/2024 17:24:38,68.00
05/26/2024 16:24:35,68.11
05/26/2024 15:24:31,68.11
05/26/2024 14:24:27,68.11
05/26/2024 13:24:24,67.87
05/26/2024 12:24:20,68.11
05/26/2024 11:24:17,68.22
05/26/2024 10:24:13,67.87
05/26/2024 09:24:10,68.00
05/26/2024 08:24:06,68.00
05/26/2024 07:24:02,67.87
05/26/2024 06:23:59,68.00
05/26/2024 05:23:55,67.77
05/26/2024 04:23:51,67.42
05/26/2024 03:23:48,67.77
05/26/2024 02:23:44,67.66
05/26/2024 01:23:41,67.66
05/26/2024 00:23:37,67.55
05/25/2024 23:23:34,67.42
05/25/2024 22:23:30,67.21
05/25/2024 21:23:27,67.77
05/25/2024 20:23:24,67.66
05/25/2024 19:23:20,67.55
05/25/2024 18:23:16,67.55
05/25/2024 17:23:13,67.21
05/25/2024 16:23:09,67.77
05/25/2024 15:44:18,67.87
05/25/2024 14:44:14,67.87
05/25/2024 13:44:11,67.87
05/25/2024 12:44:07,67.66
05/25/2024 11:44:03,67.42
05/25/2024 10:44:00,67.77
05/25/2024 09:43:56,67.87
05/25/2024 08:43:53,68.00
05/25/2024 07:43:49,67.87
05/25/2024 06:43:47,68.11
05/25/2024 05:43:42,68.32
05/25/2024 04:45:20,68.22
05/25/2024 03:45:16,68.22
05/25/2024 02:45:12,68.11
05/25/2024 01:45:09,68.00
05/25/2024 00:45:05,68.11
05/24/2024 23:45:02,68.00
05/24/2024 22:44:58,67.42
05/24/2024 21:44:55,68.11
05/24/2024 20:44:51,68.00
05/24/2024 19:44:48,68.00
05/24/2024 18:44:44,68.11
05/24/2024 17:44:41,68.11
05/24/2024 16:44:37,68.11
05/24/2024 15:44:34,68.00
05/24/2024 14:44:30,68.00
05/24/2024 13:44:26,68.11
05/24/2024 12:44:23,68.00
05/24/2024 11:44:19,68.32
05/24/2024 10:44:16,68.11
05/24/2024 09:44:12,68.22
05/24/2024 08:44:09,68.22
05/24/2024 07:44:05,68.22
05/24/2024 06:44:02,68.22
05/24/2024 06:00:20,68.11
05/24/2024 05:00:16,67.87
05/24/2024 04:00:13,68.00
05/24/2024 03:00:09,67.77
